REF_DATE,GEO,DGUID,Structural type of dwelling,Coordinate,Total - Household,Number of persons in private households,Average household size
2021,"Penticton (CA), B.C.",2021S0504913,Apartment in a building that has fewer than five storeys,156.6,5205,7985,1.5
2021,"Penticton (CA), B.C.",2021S0504913,Apartment in a building that has five or more storeys,156.7,1210,1825,1.5
2021,"Penticton (CA), B.C.",2021S0504913,Other single-attached house,156.8,135,265,2.0
2021,"Penticton (CA), B.C.",2021S0504913,Movable dwelling,156.9,1215,2080,1.7
2021,"Port Alberni (CA), B.C.",2021S0504940,Total - Structural type of dwelling,157.1,11715,25380,2.2
2021,"Port Alberni (CA), B.C.",2021S0504940,Single-detached house,157.2,8495,19525,2.3
2021,"Port Alberni (CA), B.C.",2021S0504940,Semi-detached house,157.3,300,670,2.2
2021,"Port Alberni (CA), B.C.",2021S0504940,Row house,157.4,520,1135,2.2
2021,"Port Alberni (CA), B.C.",2021S0504940,Apartment or flat in a duplex,157.5,430,1000,2.3
2021,"Port Alberni (CA), B.C.",2021S0504940,Apartment in a building that has fewer than five storeys,157.6,1315,2025,1.5
2021,"Port Alberni (CA), B.C.",2021S0504940,Apartment in a building that has five or more storeys,157.7,140,185,1.3
2021,"Port Alberni (CA), B.C.",2021S0504940,Other single-attached house,157.8,15,30,1.7
2021,"Port Alberni (CA), B.C.",2021S0504940,Movable dwelling,157.9,495,810,1.6
2021,"Powell River (CA), B.C.",2021S0504945,Total - Structural type of dwelling,158.1,8190,17460,2.1
2021,"Powell River (CA), B.C.",2021S0504945,Single-detached house,158.2,6165,14040,2.3
2021,"Powell River (CA), B.C.",2021S0504945,Semi-detached house,158.3,260,510,2.0
2021,"Powell River (CA), B.C.",2021S0504945,Row house,158.4,105,240,2.3
2021,"Powell River (CA), B.C.",2021S0504945,Apartment or flat in a duplex,158.5,325,665,2.1
2021,"Powell River (CA), B.C.",2021S0504945,Apartment in a building that has fewer than five storeys,158.6,950,1370,1.4
2021,"Powell River (CA), B.C.",2021S0504945,Apartment in a building that has five or more storeys,158.7,20,20,1.1
2021,"Powell River (CA), B.C.",2021S0504945,Other single-attached house,158.8,30,55,1.8
2021,"Powell River (CA), B.C.",2021S0504945,Movable dwelling,158.9,340,570,1.7
2021,"Prince George (CA), B.C.",2021S0504970,Total - Structural type of dwelling,159.1,36800,87915,2.4
2021,"Prince George (CA), B.C.",2021S0504970,Single-detached house,159.2,22940,60200,2.6
2021,"Prince George (CA), B.C.",2021S0504970,Semi-detached house,159.3,1305,3160,2.4
2021,"Prince George (CA), B.C.",2021S0504970,Row house,159.4,1845,4015,2.2
2021,"Prince George (CA), B.C.",2021S0504970,Apartment or flat in a duplex,159.5,2510,5765,2.3
2021,"Prince George (CA), B.C.",2021S0504970,Apartment in a building that has fewer than five storeys,159.6,4735,8235,1.7
2021,"Prince George (CA), B.C.",2021S0504970,Apartment in a building that has five or more storeys,159.7,575,740,1.3
2021,"Prince George (CA), B.C.",2021S0504970,Other single-attached house,159.8,35,90,2.5
2021,"Prince George (CA), B.C.",2021S0504970,Movable dwelling,159.9,2855,5715,2.0
2021,"Prince Rupert (CA), B.C.",2021S0504955,Total - Structural type of dwelling,160.1,5500,13300,2.4
2021,"Prince Rupert (CA), B.C.",2021S0504955,Single-detached house,160.2,3245,8325,2.6
2021,"Prince Rupert (CA), B.C.",2021S0504955,Semi-detached house,160.3,230,585,2.5
2021,"Prince Rupert (CA), B.C.",2021S0504955,Row house,160.4,310,890,2.9
2021,"Prince Rupert (CA), B.C.",2021S0504955,Apartment or flat in a duplex,160.5,635,1530,2.4
2021,"Prince Rupert (CA), B.C.",2021S0504955,Apartment in a building that has fewer than five storeys,160.6,910,1670,1.8
2021,"Prince Rupert (CA), B.C.",2021S0504955,Apartment in a building that has five or more storeys,160.7,60,70,1.2
2021,"Prince Rupert (CA), B.C.",2021S0504955,Other single-attached house,160.8,10,20,1.8
2021,"Prince Rupert (CA), B.C.",2021S0504955,Movable dwelling,160.9,100,200,2.0
2021,"Quesnel (CA), B.C.",2021S0504952,Total - Structural type of dwelling,161.1,10155,22900,2.3
2021,"Quesnel (CA), B.C.",2021S0504952,Single-detached house,161.2,7165,17310,2.4
2021,"Quesnel (CA), B.C.",2021S0504952,Semi-detached house,161.3,205,445,2.1
2021,"Quesnel (CA), B.C.",2021S0504952,Row house,161.4,305,675,2.2
2021,"Quesnel (CA), B.C.",2021S0504952,Apartment or flat in a duplex,161.5,210,495,2.4
2021,"Quesnel (CA), B.C.",2021S0504952,Apartment in a building that has fewer than five storeys,161.6,1065,1710,1.6
2021,"Quesnel (CA), B.C.",2021S0504952,Apartment in a building that has five or more storeys,161.7,0,0,0.0
2021,"Quesnel (CA), B.C.",2021S0504952,Other single-attached house,161.8,40,95,2.3
2021,"Quesnel (CA), B.C.",2021S0504952,Movable dwelling,161.9,1165,2170,1.9
2021,"Salmon Arm (CA), B.C.",2021S0504920,Total - Structural type of dwelling,162.1,8215,18895,2.3
2021,"Salmon Arm (CA), B.C.",2021S0504920,Single-detached house,162.2,5155,13290,2.6
2021,"Salmon Arm (CA), B.C.",2021S0504920,Semi-detached house,162.3,225,390,1.7
2021,"Salmon Arm (CA), B.C.",2021S0504920,Row house,162.4,605,1105,1.8
2021,"Salmon Arm (CA), B.C.",2021S0504920,Apartment or flat in a duplex,162.5,680,1645,2.4
2021,"Salmon Arm (CA), B.C.",2021S0504920,Apartment in a building that has fewer than five storeys,162.6,1105,1610,1.5
2021,"Salmon Arm (CA), B.C.",2021S0504920,Apartment in a building that has five or more storeys,162.7,5,10,
2021,"Salmon Arm (CA), B.C.",2021S0504920,Other single-attached house,162.8,25,60,2.2
2021,"Salmon Arm (CA), B.C.",2021S0504920,Movable dwelling,162.9,420,795,1.9
2021,"Squamish (CA), B.C.",2021S0504934,Total - Structural type of dwelling,163.1,9310,23965,2.6
2021,"Squamish (CA), B.C.",2021S0504934,Single-detached house,163.2,3815,11265,3.0
2021,"Squamish (CA), B.C.",2021S0504934,Semi-detached house,163.3,845,2280,2.7
2021,"Squamish (CA), B.C.",2021S0504934,Row house,163.4,1360,3540,2.6
2021,"Squamish (CA), B.C.",2021S0504934,Apartment or flat in a duplex,163.5,610,1665,2.7
2021,"Squamish (CA), B.C.",2021S0504934,Apartment in a building that has fewer than five storeys,163.6,1665,3155,1.9
2021,"Squamish (CA), B.C.",2021S0504934,Apartment in a building that has five or more storeys,163.7,630,1205,1.9
2021,"Squamish (CA), B.C.",2021S0504934,Other single-attached house,163.8,20,40,1.8
2021,"Squamish (CA), B.C.",2021S0504934,Movable dwelling,163.9,365,805,2.2
2021,"Terrace (CA), B.C.",2021S0504965,Total - Structural type of dwelling,164.1,8000,19355,2.4
2021,"Terrace (CA), B.C.",2021S0504965,Single-detached house,164.2,5375,13955,2.6
2021,"Terrace (CA), B.C.",2021S0504965,Semi-detached house,164.3,345,860,2.5
2021,"Terrace (CA), B.C.",2021S0504965,Row house,164.4,485,1030,2.1
2021,"Terrace (CA), B.C.",2021S0504965,Apartment or flat in a duplex,164.5,385,880,2.3
2021,"Terrace (CA), B.C.",2021S0504965,Apartment in a building that has fewer than five storeys,164.6,605,1165,1.9
2021,"Terrace (CA), B.C.",2021S0504965,Apartment in a building that has five or more storeys,164.7,0,0,0.0
2021,"Terrace (CA), B.C.",2021S0504965,Other single-attached house,164.8,50,80,1.6
2021,"Terrace (CA), B.C.",2021S0504965,Movable dwelling,164.9,750,1385,1.8
2021,"Trail (CA), B.C.",2021S0504910,Total - Structural type of dwelling,165.1,6515,13865,2.1
2021,"Trail (CA), B.C.",2021S0504910,Single-detached house,165.2,4955,11315,2.3
2021,"Trail (CA), B.C.",2021S0504910,Semi-detached house,165.3,245,415,1.7
2021,"Trail (CA), B.C.",2021S0504910,Row house,165.4,195,385,2.0
2021,"Trail (CA), B.C.",2021S0504910,Apartment or flat in a duplex,165.5,225,435,1.9
2021,"Trail (CA), B.C.",2021S0504910,Apartment in a building that has fewer than five storeys,165.6,785,1120,1.4
2021,"Trail (CA), B.C.",2021S0504910,Apartment in a building that has five or more storeys,165.7,0,0,0.0
2021,"Trail (CA), B.C.",2021S0504910,Other single-attached house,165.8,15,30,1.8
2021,"Trail (CA), B.C.",2021S0504910,Movable dwelling,165.9,95,160,1.6
2021,"Vancouver (CMA), B.C.",2021S0503933,Total - Structural type of dwelling,166.1,1043320,2607015,2.5
2021,"Vancouver (CMA), B.C.",2021S0503933,Single-detached house,166.2,288775,896290,3.1
2021,"Vancouver (CMA), B.C.",2021S0503933,Semi-detached house,166.3,22025,59710,2.7
2021,"Vancouver (CMA), B.C.",2021S0503933,Row house,166.4,105965,291995,2.8
2021,"Vancouver (CMA), B.C.",2021S0503933,Apartment or flat in a duplex,166.5,167855,502175,3.0
2021,"Vancouver (CMA), B.C.",2021S0503933,Apartment in a building that has fewer than five storeys,166.6,255550,500280,2.0
2021,"Vancouver (CMA), B.C.",2021S0503933,Apartment in a building that has five or more storeys,166.7,197280,345135,1.8
2021,"Vancouver (CMA), B.C.",2021S0503933,Other single-attached house,166.8,1345,3100,2.3
2021,"Vancouver (CMA), B.C.",2021S0503933,Movable dwelling,166.9,4525,8325,1.8
2021,"Vernon (CA), B.C.",2021S0504918,Total - Structural type of dwelling,167.1,28725,65315,2.3
2021,"Vernon (CA), B.C.",2021S0504918,Single-detached house,167.2,16285,41375,2.5
2021,"Vernon (CA), B.C.",2021S0504918,Semi-detached house,167.3,1680,3475,2.1
2021,"Vernon (CA), B.C.",2021S0504918,Row house,167.4,2205,4570,2.1
2021,"Vernon (CA), B.C.",2021S0504918,Apartment or flat in a duplex,167.5,2205,5415,2.5
2021,"Vernon (CA), B.C.",2021S0504918,Apartment in a building that has fewer than five storeys,167.6,4905,7975,1.6
2021,"Vernon (CA), B.C.",2021S0504918,Apartment in a building that has five or more storeys,167.7,350,455,1.3
2021,"Vernon (CA), B.C.",2021S0504918,Other single-attached house,167.8,95,185,1.9
2021,"Vernon (CA), B.C.",2021S0504918,Movable dwelling,167.9,1005,1855,1.9
2021,"Victoria (CMA), B.C.",2021S0503935,Total - Structural type of dwelling,168.1,176680,388290,2.2
2021,"Victoria (CMA), B.C.",2021S0503935,Single-detached house,168.2,67265,175845,2.6
2021,"Victoria (CMA), B.C.",2021S0503935,Semi-detached house,168.3,6440,15720,2.4
2021,"Victoria (CMA), B.C.",2021S0503935,Row house,168.4,11315,25515,2.3
2021,"Victoria (CMA), B.C.",2021S0503935,Apartment or flat in a duplex,168.5,27125,66925,2.5
2021,"Victoria (CMA), B.C.",2021S0503935,Apartment in a building that has fewer than five storeys,168.6,47465,77625,1.6
2021,"Victoria (CMA), B.C.",2021S0503935,Apartment in a building that has five or more storeys,168.7,14645,22480,1.5
2021,"Victoria (CMA), B.C.",2021S0503935,Other single-attached house,168.8,305,670,2.2
2021,"Victoria (CMA), B.C.",2021S0503935,Movable dwelling,168.9,2115,3505,1.7
2021,"Williams Lake (CA), B.C.",2021S0504950,Total - Structural type of dwelling,169.1,10040,23340,2.3
2021,"Williams Lake (CA), B.C.",2021S0504950,Single-detached house,169.2,6530,16320,2.5
2021,"Williams Lake (CA), B.C.",2021S0504950,Semi-detached house,169.3,275,620,2.3
2021,"Williams Lake (CA), B.C.",2021S0504950,Row house,169.4,380,925,2.4
2021,"Williams Lake (CA), B.C.",2021S0504950,Apartment or flat in a duplex,169.5,575,1290,2.3
2021,"Williams Lake (CA), B.C.",2021S0504950,Apartment in a building that has fewer than five storeys,169.6,965,1580,1.6
2021,"Williams Lake (CA), B.C.",2021S0504950,Apartment in a building that has five or more storeys,169.7,5,5,
2021,"Williams Lake (CA), B.C.",2021S0504950,Other single-attached house,169.8,25,50,2.0
2021,"Williams Lake (CA), B.C.",2021S0504950,Movable dwelling,169.9,1290,2555,2.0
2021,Yukon,2021A000260,Total - Structural type of dwelling,170.1,17180,39585,2.3
2021,Yukon,2021A000260,Single-detached house,170.2,10355,25500,2.5
2021,Yukon,2021A000260,Semi-detached house,170.3,1270,2995,2.4
2021,Yukon,2021A000260,Row house,170.4,1250,3090,2.5
2021,Yukon,2021A000260,Apartment or flat in a duplex,170.5,700,1545,2.2
2021,Yukon,2021A000260,Apartment in a building that has fewer than five storeys,170.6,1985,3265,1.7
2021,Yukon,2021A000260,Apartment in a building that has five or more storeys,170.7,60,80,1.5
2021,Yukon,2021A000260,Other single-attached house,170.8,125,245,2.0
2021,Yukon,2021A000260,Movable dwelling,170.9,1445,2870,2.0
2021,"Whitehorse (CA), Y.T.",2021S0504990,Total - Structural type of dwelling,171.1,13185,31425,2.4
2021,"Whitehorse (CA), Y.T.",2021S0504990,Single-detached house,171.2,7110,18655,2.6
2021,"Whitehorse (CA), Y.T.",2021S0504990,Semi-detached house,171.3,1060,2595,2.5
2021,"Whitehorse (CA), Y.T.",2021S0504990,Row house,171.4,1155,2920,2.5
2021,"Whitehorse (CA), Y.T.",2021S0504990,Apartment or flat in a duplex,171.5,650,1460,2.2
2021,"Whitehorse (CA), Y.T.",2021S0504990,Apartment in a building that has fewer than five storeys,171.6,1835,3055,1.7
2021,"Whitehorse (CA), Y.T.",2021S0504990,Apartment in a building that has five or more storeys,171.7,60,80,1.5
2021,"Whitehorse (CA), Y.T.",2021S0504990,Other single-attached house,171.8,90,185,2.0
2021,"Whitehorse (CA), Y.T.",2021S0504990,Movable dwelling,171.9,1230,2465,2.0
2021,Northwest Territories,2021A000261,Total - Structural type of dwelling,172.1,15210,40375,2.7
2021,Northwest Territories,2021A000261,Single-detached house,172.2,8600,25130,2.9
2021,Northwest Territories,2021A000261,Semi-detached house,172.3,1070,2805,2.6
2021,Northwest Territories,2021A000261,Row house,172.4,1630,4390,2.7
2021,Northwest Territories,2021A000261,Apartment or flat in a duplex,172.5,370,860,2.3
2021,Northwest Territories,2021A000261,Apartment in a building that has fewer than five storeys,172.6,2515,4795,1.9
2021,Northwest Territories,2021A000261,Apartment in a building that has five or more storeys,172.7,300,515,1.7
2021,Northwest Territories,2021A000261,Other single-attached house,172.8,115,250,2.2
2021,Northwest Territories,2021A000261,Movable dwelling,172.9,615,1635,2.7
2021,"Yellowknife (CA), N.W.T.",2021S0504995,Total - Structural type of dwelling,173.1,7515,19910,2.7
2021,"Yellowknife (CA), N.W.T.",2021S0504995,Single-detached house,173.2,3335,10010,3.0
2021,"Yellowknife (CA), N.W.T.",2021S0504995,Semi-detached house,173.3,195,525,2.7
2021,"Yellowknife (CA), N.W.T.",2021S0504995,Row house,173.4,890,2730,3.1
2021,"Yellowknife (CA), N.W.T.",2021S0504995,Apartment or flat in a duplex,173.5,310,705,2.3
2021,"Yellowknife (CA), N.W.T.",2021S0504995,Apartment in a building that has fewer than five storeys,173.6,1940,3875,2.0
2021,"Yellowknife (CA), N.W.T.",2021S0504995,Apartment in a building that has five or more storeys,173.7,300,515,1.7
2021,"Yellowknife (CA), N.W.T.",2021S0504995,Other single-attached house,173.8,20,50,2.3
2021,"Yellowknife (CA), N.W.T.",2021S0504995,Movable dwelling,173.9,545,1500,2.8
2021,Nunavut,2021A000262,Total - Structural type of dwelling,174.1,9925,36600,3.7
2021,Nunavut,2021A000262,Single-detached house,174.2,4280,19145,4.5
2021,Nunavut,2021A000262,Semi-detached house,174.3,960,3485,3.6
2021,Nunavut,2021A000262,Row house,174.4,3020,10260,3.4
2021,Nunavut,2021A000262,Apartment or flat in a duplex,174.5,190,520,2.7
2021,Nunavut,2021A000262,Apartment in a building that has fewer than five storeys,174.6,1350,2975,2.2
2021,Nunavut,2021A000262,Apartment in a building that has five or more storeys,174.7,110,190,1.7
2021,Nunavut,2021A000262,Other single-attached house,174.8,5,15,1.6
2021,Nunavut,2021A000262,Movable dwelling,174.9,5,20,2.4
