REF_DATE,GEO,DGUID,Structural type of dwelling,Coordinate,Total - Household,Number of persons in private households,Average household size
2021,"Cobourg (CA), Ont.",2021S0504527,Apartment in a building that has fewer than five storeys,63.6,1785,2725,1.5
2021,"Cobourg (CA), Ont.",2021S0504527,Apartment in a building that has five or more storeys,63.7,365,540,1.5
2021,"Cobourg (CA), Ont.",2021S0504527,Other single-attached house,63.8,30,65,2.1
2021,"Cobourg (CA), Ont.",2021S0504527,Movable dwelling,63.9,0,0,0.0
2021,"Collingwood (CA), Ont.",2021S0504567,Total - Structural type of dwelling,64.1,11175,24270,2.2
2021,"Collingwood (CA), Ont.",2021S0504567,Single-detached house,64.2,6300,15525,2.5
2021,"Collingwood (CA), Ont.",2021S0504567,Semi-detached house,64.3,755,1745,2.3
2021,"Collingwood (CA), Ont.",2021S0504567,Row house,64.4,1380,2675,1.9
2021,"Collingwood (CA), Ont.",2021S0504567,Apartment or flat in a duplex,64.5,255,580,2.3
2021,"Collingwood (CA), Ont.",2021S0504567,Apartment in a building that has fewer than five storeys,64.6,2005,3050,1.5
2021,"Collingwood (CA), Ont.",2021S0504567,Apartment in a building that has five or more storeys,64.7,455,660,1.5
2021,"Collingwood (CA), Ont.",2021S0504567,Other single-attached house,64.8,25,40,1.5
2021,"Collingwood (CA), Ont.",2021S0504567,Movable dwelling,64.9,0,0,0.0
2021,"Cornwall (CA), Ont.",2021S0504501,Total - Structural type of dwelling,65.1,26800,59750,2.2
2021,"Cornwall (CA), Ont.",2021S0504501,Single-detached house,65.2,15400,37710,2.5
2021,"Cornwall (CA), Ont.",2021S0504501,Semi-detached house,65.3,2270,5605,2.5
2021,"Cornwall (CA), Ont.",2021S0504501,Row house,65.4,1270,3405,2.7
2021,"Cornwall (CA), Ont.",2021S0504501,Apartment or flat in a duplex,65.5,1810,3595,2.0
2021,"Cornwall (CA), Ont.",2021S0504501,Apartment in a building that has fewer than five storeys,65.6,4660,7535,1.6
2021,"Cornwall (CA), Ont.",2021S0504501,Apartment in a building that has five or more storeys,65.7,1150,1480,1.3
2021,"Cornwall (CA), Ont.",2021S0504501,Other single-attached house,65.8,120,230,1.9
2021,"Cornwall (CA), Ont.",2021S0504501,Movable dwelling,65.9,115,190,1.7
2021,"Elliot Lake (CA), Ont.",2021S0504582,Total - Structural type of dwelling,66.1,5840,11225,1.9
2021,"Elliot Lake (CA), Ont.",2021S0504582,Single-detached house,66.2,2630,5720,2.2
2021,"Elliot Lake (CA), Ont.",2021S0504582,Semi-detached house,66.3,1100,2295,2.1
2021,"Elliot Lake (CA), Ont.",2021S0504582,Row house,66.4,600,1180,2.0
2021,"Elliot Lake (CA), Ont.",2021S0504582,Apartment or flat in a duplex,66.5,55,70,1.3
2021,"Elliot Lake (CA), Ont.",2021S0504582,Apartment in a building that has fewer than five storeys,66.6,880,1195,1.4
2021,"Elliot Lake (CA), Ont.",2021S0504582,Apartment in a building that has five or more storeys,66.7,575,765,1.3
2021,"Elliot Lake (CA), Ont.",2021S0504582,Other single-attached house,66.8,0,0,0.0
2021,"Elliot Lake (CA), Ont.",2021S0504582,Movable dwelling,66.9,0,0,0.0
2021,"Essa (CA), Ont.",2021S0504563,Total - Structural type of dwelling,67.1,7950,22790,2.9
2021,"Essa (CA), Ont.",2021S0504563,Single-detached house,67.2,6110,18015,3.0
2021,"Essa (CA), Ont.",2021S0504563,Semi-detached house,67.3,795,2340,2.9
2021,"Essa (CA), Ont.",2021S0504563,Row house,67.4,470,1270,2.7
2021,"Essa (CA), Ont.",2021S0504563,Apartment or flat in a duplex,67.5,155,415,2.7
2021,"Essa (CA), Ont.",2021S0504563,Apartment in a building that has fewer than five storeys,67.6,225,445,2.0
2021,"Essa (CA), Ont.",2021S0504563,Apartment in a building that has five or more storeys,67.7,60,80,1.4
2021,"Essa (CA), Ont.",2021S0504563,Other single-attached house,67.8,15,25,1.7
2021,"Essa (CA), Ont.",2021S0504563,Movable dwelling,67.9,115,190,1.6
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,Total - Structural type of dwelling,68.1,73390,167620,2.3
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,Single-detached house,68.2,45030,114505,2.5
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,Semi-detached house,68.3,3295,8030,2.4
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,Row house,68.4,2935,7375,2.5
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,Apartment or flat in a duplex,68.5,4485,9130,2.0
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,Apartment in a building that has fewer than five storeys,68.6,12125,20100,1.7
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,Apartment in a building that has five or more storeys,68.7,4790,7070,1.5
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,Other single-attached house,68.8,135,290,2.1
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,Movable dwelling,68.9,590,1120,1.9
2021,"Guelph (CMA), Ont.",2021S0503550,Total - Structural type of dwelling,69.1,64175,163485,2.6
2021,"Guelph (CMA), Ont.",2021S0503550,Single-detached house,69.2,34330,98995,2.9
2021,"Guelph (CMA), Ont.",2021S0503550,Semi-detached house,69.3,2595,7250,2.8
2021,"Guelph (CMA), Ont.",2021S0503550,Row house,69.4,8935,22285,2.5
2021,"Guelph (CMA), Ont.",2021S0503550,Apartment or flat in a duplex,69.5,3720,8850,2.4
2021,"Guelph (CMA), Ont.",2021S0503550,Apartment in a building that has fewer than five storeys,69.6,7955,13965,1.8
2021,"Guelph (CMA), Ont.",2021S0503550,Apartment in a building that has five or more storeys,69.7,6510,11890,1.8
2021,"Guelph (CMA), Ont.",2021S0503550,Other single-attached house,69.8,60,135,2.2
2021,"Guelph (CMA), Ont.",2021S0503550,Movable dwelling,69.9,70,120,1.7
2021,"Hamilton (CMA), Ont.",2021S0503537,Total - Structural type of dwelling,70.1,307385,773440,2.5
2021,"Hamilton (CMA), Ont.",2021S0503537,Single-detached house,70.2,169265,485095,2.9
2021,"Hamilton (CMA), Ont.",2021S0503537,Semi-detached house,70.3,10110,28090,2.8
2021,"Hamilton (CMA), Ont.",2021S0503537,Row house,70.4,43780,110740,2.5
2021,"Hamilton (CMA), Ont.",2021S0503537,Apartment or flat in a duplex,70.5,8295,19180,2.3
2021,"Hamilton (CMA), Ont.",2021S0503537,Apartment in a building that has fewer than five storeys,70.6,25565,43060,1.7
2021,"Hamilton (CMA), Ont.",2021S0503537,Apartment in a building that has five or more storeys,70.7,49645,85675,1.7
2021,"Hamilton (CMA), Ont.",2021S0503537,Other single-attached house,70.8,560,1270,2.3
2021,"Hamilton (CMA), Ont.",2021S0503537,Movable dwelling,70.9,165,335,2.1
2021,"Hawkesbury (CA), Ont./Que.",2021S0504502,Total - Structural type of dwelling,71.1,5985,11640,2.0
2021,"Hawkesbury (CA), Ont./Que.",2021S0504502,Single-detached house,71.2,2245,5105,2.3
2021,"Hawkesbury (CA), Ont./Que.",2021S0504502,Semi-detached house,71.3,740,1700,2.3
2021,"Hawkesbury (CA), Ont./Que.",2021S0504502,Row house,71.4,310,605,1.9
2021,"Hawkesbury (CA), Ont./Que.",2021S0504502,Apartment or flat in a duplex,71.5,920,1625,1.8
2021,"Hawkesbury (CA), Ont./Que.",2021S0504502,Apartment in a building that has fewer than five storeys,71.6,1720,2525,1.5
2021,"Hawkesbury (CA), Ont./Que.",2021S0504502,Apartment in a building that has five or more storeys,71.7,0,0,0.0
2021,"Hawkesbury (CA), Ont./Que.",2021S0504502,Other single-attached house,71.8,35,65,1.9
2021,"Hawkesbury (CA), Ont./Que.",2021S0504502,Movable dwelling,71.9,0,5,0.0
2021,"Hawkesbury (Ontario part) (CA), Ont.",2021S050635502,Total - Structural type of dwelling,72.1,5080,9825,1.9
2021,"Hawkesbury (Ontario part) (CA), Ont.",2021S050635502,Single-detached house,72.2,1820,4135,2.3
2021,"Hawkesbury (Ontario part) (CA), Ont.",2021S050635502,Semi-detached house,72.3,685,1565,2.3
2021,"Hawkesbury (Ontario part) (CA), Ont.",2021S050635502,Row house,72.4,260,520,2.0
2021,"Hawkesbury (Ontario part) (CA), Ont.",2021S050635502,Apartment or flat in a duplex,72.5,815,1420,1.8
2021,"Hawkesbury (Ontario part) (CA), Ont.",2021S050635502,Apartment in a building that has fewer than five storeys,72.6,1475,2135,1.5
2021,"Hawkesbury (Ontario part) (CA), Ont.",2021S050635502,Apartment in a building that has five or more storeys,72.7,0,0,0.0
2021,"Hawkesbury (Ontario part) (CA), Ont.",2021S050635502,Other single-attached house,72.8,30,55,1.8
2021,"Hawkesbury (Ontario part) (CA), Ont.",2021S050635502,Movable dwelling,72.9,0,0,0.0
2021,"Hawkesbury (Quebec part) (CA), Que.",2021S050624502,Total - Structural type of dwelling,73.1,900,1815,2.0
2021,"Hawkesbury (Quebec part) (CA), Que.",2021S050624502,Single-detached house,73.2,430,970,2.3
2021,"Hawkesbury (Quebec part) (CA), Que.",2021S050624502,Semi-detached house,73.3,55,140,2.5
2021,"Hawkesbury (Quebec part) (CA), Que.",2021S050624502,Row house,73.4,50,85,1.7
2021,"Hawkesbury (Quebec part) (CA), Que.",2021S050624502,Apartment or flat in a duplex,73.5,105,210,1.9
2021,"Hawkesbury (Quebec part) (CA), Que.",2021S050624502,Apartment in a building that has fewer than five storeys,73.6,250,395,1.6
2021,"Hawkesbury (Quebec part) (CA), Que.",2021S050624502,Apartment in a building that has five or more storeys,73.7,0,0,0.0
2021,"Hawkesbury (Quebec part) (CA), Que.",2021S050624502,Other single-attached house,73.8,10,15,2.0
2021,"Hawkesbury (Quebec part) (CA), Que.",2021S050624502,Movable dwelling,73.9,0,5,0.0
2021,"Ingersoll (CA), Ont.",2021S0504533,Total - Structural type of dwelling,74.1,5470,13545,2.5
2021,"Ingersoll (CA), Ont.",2021S0504533,Single-detached house,74.2,3890,10455,2.7
2021,"Ingersoll (CA), Ont.",2021S0504533,Semi-detached house,74.3,405,970,2.4
2021,"Ingersoll (CA), Ont.",2021S0504533,Row house,74.4,385,930,2.4
2021,"Ingersoll (CA), Ont.",2021S0504533,Apartment or flat in a duplex,74.5,85,175,2.1
2021,"Ingersoll (CA), Ont.",2021S0504533,Apartment in a building that has fewer than five storeys,74.6,625,920,1.5
2021,"Ingersoll (CA), Ont.",2021S0504533,Apartment in a building that has five or more storeys,74.7,70,75,1.1
2021,"Ingersoll (CA), Ont.",2021S0504533,Other single-attached house,74.8,5,20,2.4
2021,"Ingersoll (CA), Ont.",2021S0504533,Movable dwelling,74.9,5,5,
2021,"Kawartha Lakes (CA), Ont.",2021S0504530,Total - Structural type of dwelling,75.1,32705,77230,2.4
2021,"Kawartha Lakes (CA), Ont.",2021S0504530,Single-detached house,75.2,27400,67685,2.5
2021,"Kawartha Lakes (CA), Ont.",2021S0504530,Semi-detached house,75.3,555,1330,2.4
2021,"Kawartha Lakes (CA), Ont.",2021S0504530,Row house,75.4,655,1345,2.1
2021,"Kawartha Lakes (CA), Ont.",2021S0504530,Apartment or flat in a duplex,75.5,840,1825,2.2
2021,"Kawartha Lakes (CA), Ont.",2021S0504530,Apartment in a building that has fewer than five storeys,75.6,2220,3455,1.6
2021,"Kawartha Lakes (CA), Ont.",2021S0504530,Apartment in a building that has five or more storeys,75.7,730,1015,1.4
2021,"Kawartha Lakes (CA), Ont.",2021S0504530,Other single-attached house,75.8,80,165,2.0
2021,"Kawartha Lakes (CA), Ont.",2021S0504530,Movable dwelling,75.9,230,415,1.8
2021,"Kenora (CA), Ont.",2021S0504598,Total - Structural type of dwelling,76.1,6510,14610,2.2
2021,"Kenora (CA), Ont.",2021S0504598,Single-detached house,76.2,5020,11915,2.4
2021,"Kenora (CA), Ont.",2021S0504598,Semi-detached house,76.3,170,410,2.4
2021,"Kenora (CA), Ont.",2021S0504598,Row house,76.4,85,215,2.5
2021,"Kenora (CA), Ont.",2021S0504598,Apartment or flat in a duplex,76.5,245,500,2.0
2021,"Kenora (CA), Ont.",2021S0504598,Apartment in a building that has fewer than five storeys,76.6,715,1150,1.6
2021,"Kenora (CA), Ont.",2021S0504598,Apartment in a building that has five or more storeys,76.7,165,205,1.3
2021,"Kenora (CA), Ont.",2021S0504598,Other single-attached house,76.8,20,30,1.6
2021,"Kenora (CA), Ont.",2021S0504598,Movable dwelling,76.9,85,185,2.1
2021,"Kingston (CMA), Ont.",2021S0503521,Total - Structural type of dwelling,77.1,73505,168075,2.3
2021,"Kingston (CMA), Ont.",2021S0503521,Single-detached house,77.2,41670,107280,2.6
2021,"Kingston (CMA), Ont.",2021S0503521,Semi-detached house,77.3,4575,11375,2.5
2021,"Kingston (CMA), Ont.",2021S0503521,Row house,77.4,4605,11475,2.5
2021,"Kingston (CMA), Ont.",2021S0503521,Apartment or flat in a duplex,77.5,2400,4865,2.0
2021,"Kingston (CMA), Ont.",2021S0503521,Apartment in a building that has fewer than five storeys,77.6,9920,16425,1.7
2021,"Kingston (CMA), Ont.",2021S0503521,Apartment in a building that has five or more storeys,77.7,9880,15865,1.6
2021,"Kingston (CMA), Ont.",2021S0503521,Other single-attached house,77.8,140,260,1.9
2021,"Kingston (CMA), Ont.",2021S0503521,Movable dwelling,77.9,315,530,1.7
2021,"Kitchener - Cambridge - Waterloo (CMA), Ont.",2021S0503541,Total - Structural type of dwelling,78.1,219060,568065,2.6
2021,"Kitchener - Cambridge - Waterloo (CMA), Ont.",2021S0503541,Single-detached house,78.2,116050,342290,3.0
2021,"Kitchener - Cambridge - Waterloo (CMA), Ont.",2021S0503541,Semi-detached house,78.3,12910,36765,2.9
2021,"Kitchener - Cambridge - Waterloo (CMA), Ont.",2021S0503541,Row house,78.4,25590,67355,2.6
2021,"Kitchener - Cambridge - Waterloo (CMA), Ont.",2021S0503541,Apartment or flat in a duplex,78.5,6245,14590,2.3
2021,"Kitchener - Cambridge - Waterloo (CMA), Ont.",2021S0503541,Apartment in a building that has fewer than five storeys,78.6,29040,53095,1.8
2021,"Kitchener - Cambridge - Waterloo (CMA), Ont.",2021S0503541,Apartment in a building that has five or more storeys,78.7,28680,52900,1.8
2021,"Kitchener - Cambridge - Waterloo (CMA), Ont.",2021S0503541,Other single-attached house,78.8,300,630,2.1
2021,"Kitchener - Cambridge - Waterloo (CMA), Ont.",2021S0503541,Movable dwelling,78.9,250,450,1.8
2021,"London (CMA), Ont.",2021S0503555,Total - Structural type of dwelling,79.1,222240,535775,2.4
2021,"London (CMA), Ont.",2021S0503555,Single-detached house,79.2,122265,334800,2.7
2021,"London (CMA), Ont.",2021S0503555,Semi-detached house,79.3,8205,21410,2.6
2021,"London (CMA), Ont.",2021S0503555,Row house,79.4,24860,62835,2.5
2021,"London (CMA), Ont.",2021S0503555,Apartment or flat in a duplex,79.5,5245,10800,2.1
2021,"London (CMA), Ont.",2021S0503555,Apartment in a building that has fewer than five storeys,79.6,22500,37775,1.7
2021,"London (CMA), Ont.",2021S0503555,Apartment in a building that has five or more storeys,79.7,38340,66640,1.7
2021,"London (CMA), Ont.",2021S0503555,Other single-attached house,79.8,240,525,2.2
2021,"London (CMA), Ont.",2021S0503555,Movable dwelling,79.9,580,985,1.7
2021,"Midland (CA), Ont.",2021S0504571,Total - Structural type of dwelling,80.1,11825,26360,2.2
2021,"Midland (CA), Ont.",2021S0504571,Single-detached house,80.2,7805,18960,2.4
2021,"Midland (CA), Ont.",2021S0504571,Semi-detached house,80.3,465,1150,2.5
2021,"Midland (CA), Ont.",2021S0504571,Row house,80.4,535,1040,1.9
2021,"Midland (CA), Ont.",2021S0504571,Apartment or flat in a duplex,80.5,775,1655,2.2
2021,"Midland (CA), Ont.",2021S0504571,Apartment in a building that has fewer than five storeys,80.6,1620,2615,1.6
2021,"Midland (CA), Ont.",2021S0504571,Apartment in a building that has five or more storeys,80.7,530,795,1.5
2021,"Midland (CA), Ont.",2021S0504571,Other single-attached house,80.8,85,145,1.7
2021,"Midland (CA), Ont.",2021S0504571,Movable dwelling,80.9,10,15,1.8
2021,"Norfolk (CA), Ont.",2021S0504547,Total - Structural type of dwelling,81.1,27595,66225,2.4
2021,"Norfolk (CA), Ont.",2021S0504547,Single-detached house,81.2,22815,57740,2.5
2021,"Norfolk (CA), Ont.",2021S0504547,Semi-detached house,81.3,770,1755,2.3
2021,"Norfolk (CA), Ont.",2021S0504547,Row house,81.4,940,1695,1.8
2021,"Norfolk (CA), Ont.",2021S0504547,Apartment or flat in a duplex,81.5,565,1135,2.0
2021,"Norfolk (CA), Ont.",2021S0504547,Apartment in a building that has fewer than five storeys,81.6,1890,2915,1.5
2021,"Norfolk (CA), Ont.",2021S0504547,Apartment in a building that has five or more storeys,81.7,390,575,1.5
2021,"Norfolk (CA), Ont.",2021S0504547,Other single-attached house,81.8,90,185,2.0
2021,"Norfolk (CA), Ont.",2021S0504547,Movable dwelling,81.9,130,230,1.8
2021,"North Bay (CA), Ont.",2021S0504575,Total - Structural type of dwelling,82.1,31180,70175,2.3
2021,"North Bay (CA), Ont.",2021S0504575,Single-detached house,82.2,18570,45740,2.5
2021,"North Bay (CA), Ont.",2021S0504575,Semi-detached house,82.3,2215,5765,2.6
2021,"North Bay (CA), Ont.",2021S0504575,Row house,82.4,2110,4920,2.3
2021,"North Bay (CA), Ont.",2021S0504575,Apartment or flat in a duplex,82.5,1660,3510,2.1
2021,"North Bay (CA), Ont.",2021S0504575,Apartment in a building that has fewer than five storeys,82.6,4310,7020,1.6
2021,"North Bay (CA), Ont.",2021S0504575,Apartment in a building that has five or more storeys,82.7,2080,2750,1.3
2021,"North Bay (CA), Ont.",2021S0504575,Other single-attached house,82.8,70,165,2.3
2021,"North Bay (CA), Ont.",2021S0504575,Movable dwelling,82.9,165,295,1.8
2021,"Orillia (CA), Ont.",2021S0504569,Total - Structural type of dwelling,83.1,14420,32275,2.2
2021,"Orillia (CA), Ont.",2021S0504569,Single-detached house,83.2,8035,20090,2.5
2021,"Orillia (CA), Ont.",2021S0504569,Semi-detached house,83.3,355,850,2.4
2021,"Orillia (CA), Ont.",2021S0504569,Row house,83.4,1245,3115,2.5
2021,"Orillia (CA), Ont.",2021S0504569,Apartment or flat in a duplex,83.5,910,2020,2.2
2021,"Orillia (CA), Ont.",2021S0504569,Apartment in a building that has fewer than five storeys,83.6,2755,4335,1.6
2021,"Orillia (CA), Ont.",2021S0504569,Apartment in a building that has five or more storeys,83.7,920,1530,1.7
2021,"Orillia (CA), Ont.",2021S0504569,Other single-attached house,83.8,35,65,2.0
2021,"Orillia (CA), Ont.",2021S0504569,Movable dwelling,83.9,165,270,1.6
2021,"Oshawa (CMA), Ont.",2021S0503532,Total - Structural type of dwelling,84.1,149050,411400,2.8
2021,"Oshawa (CMA), Ont.",2021S0503532,Single-detached house,84.2,97240,294485,3.0
2021,"Oshawa (CMA), Ont.",2021S0503532,Semi-detached house,84.3,7790,21960,2.8
2021,"Oshawa (CMA), Ont.",2021S0503532,Row house,84.4,15705,41570,2.7
2021,"Oshawa (CMA), Ont.",2021S0503532,Apartment or flat in a duplex,84.5,5425,13015,2.4
2021,"Oshawa (CMA), Ont.",2021S0503532,Apartment in a building that has fewer than five storeys,84.6,11200,19920,1.8
2021,"Oshawa (CMA), Ont.",2021S0503532,Apartment in a building that has five or more storeys,84.7,11410,19935,1.8
2021,"Oshawa (CMA), Ont.",2021S0503532,Other single-attached house,84.8,195,385,2.0
2021,"Oshawa (CMA), Ont.",2021S0503532,Movable dwelling,84.9,80,135,1.7
2021,"Ottawa - Gatineau (CMA), Ont./Que.",2021S0503505,Total - Structural type of dwelling,85.1,604720,1464500,2.4
2021,"Ottawa - Gatineau (CMA), Ont./Que.",2021S0503505,Single-detached house,85.2,272130,762755,2.8
2021,"Ottawa - Gatineau (CMA), Ont./Que.",2021S0503505,Semi-detached house,85.3,43220,113220,2.6
2021,"Ottawa - Gatineau (CMA), Ont./Que.",2021S0503505,Row house,85.4,98325,261240,2.7
2021,"Ottawa - Gatineau (CMA), Ont./Que.",2021S0503505,Apartment or flat in a duplex,85.5,16795,34220,2.0
2021,"Ottawa - Gatineau (CMA), Ont./Que.",2021S0503505,Apartment in a building that has fewer than five storeys,85.6,87775,152865,1.7
2021,"Ottawa - Gatineau (CMA), Ont./Que.",2021S0503505,Apartment in a building that has five or more storeys,85.7,84155,135675,1.6
2021,"Ottawa - Gatineau (CMA), Ont./Que.",2021S0503505,Other single-attached house,85.8,845,1720,2.0
2021,"Ottawa - Gatineau (CMA), Ont./Que.",2021S0503505,Movable dwelling,85.9,1480,2800,1.9
2021,"Ottawa - Gatineau (Ontario part) (CMA), Ont.",2021S050535505,Total - Structural type of dwelling,86.1,453580,1116795,2.5
2021,"Ottawa - Gatineau (Ontario part) (CMA), Ont.",2021S050535505,Single-detached house,86.2,204490,584585,2.9
2021,"Ottawa - Gatineau (Ontario part) (CMA), Ont.",2021S050535505,Semi-detached house,86.3,24265,63400,2.6
2021,"Ottawa - Gatineau (Ontario part) (CMA), Ont.",2021S050535505,Row house,86.4,89920,240845,2.7
2021,"Ottawa - Gatineau (Ontario part) (CMA), Ont.",2021S050535505,Apartment or flat in a duplex,86.5,8435,17805,2.1
2021,"Ottawa - Gatineau (Ontario part) (CMA), Ont.",2021S050535505,Apartment in a building that has fewer than five storeys,86.6,47535,81595,1.7
2021,"Ottawa - Gatineau (Ontario part) (CMA), Ont.",2021S050535505,Apartment in a building that has five or more storeys,86.7,77155,125085,1.6
2021,"Ottawa - Gatineau (Ontario part) (CMA), Ont.",2021S050535505,Other single-attached house,86.8,575,1210,2.1
2021,"Ottawa - Gatineau (Ontario part) (CMA), Ont.",2021S050535505,Movable dwelling,86.9,1210,2265,1.9
2021,"Ottawa - Gatineau (Quebec part) (CMA), Que.",2021S050524505,Total - Structural type of dwelling,87.1,151140,347700,2.3
2021,"Ottawa - Gatineau (Quebec part) (CMA), Que.",2021S050524505,Single-detached house,87.2,67635,178175,2.6
2021,"Ottawa - Gatineau (Quebec part) (CMA), Que.",2021S050524505,Semi-detached house,87.3,18955,49820,2.6
2021,"Ottawa - Gatineau (Quebec part) (CMA), Que.",2021S050524505,Row house,87.4,8410,20395,2.4
2021,"Ottawa - Gatineau (Quebec part) (CMA), Que.",2021S050524505,Apartment or flat in a duplex,87.5,8360,16415,2.0
2021,"Ottawa - Gatineau (Quebec part) (CMA), Que.",2021S050524505,Apartment in a building that has fewer than five storeys,87.6,40240,71270,1.8
2021,"Ottawa - Gatineau (Quebec part) (CMA), Que.",2021S050524505,Apartment in a building that has five or more storeys,87.7,7000,10585,1.5
2021,"Ottawa - Gatineau (Quebec part) (CMA), Que.",2021S050524505,Other single-attached house,87.8,275,510,1.9
2021,"Ottawa - Gatineau (Quebec part) (CMA), Que.",2021S050524505,Movable dwelling,87.9,270,530,2.0
2021,"Owen Sound (CA), Ont.",2021S0504566,Total - Structural type of dwelling,88.1,14390,31870,2.2
2021,"Owen Sound (CA), Ont.",2021S0504566,Single-detached house,88.2,9235,22730,2.5
2021,"Owen Sound (CA), Ont.",2021S0504566,Semi-detached house,88.3,435,1095,2.5
2021,"Owen Sound (CA), Ont.",2021S0504566,Row house,88.4,725,1645,2.3
2021,"Owen Sound (CA), Ont.",2021S0504566,Apartment or flat in a duplex,88.5,295,610,2.1
2021,"Owen Sound (CA), Ont.",2021S0504566,Apartment in a building that has fewer than five storeys,88.6,2765,4480,1.6
2021,"Owen Sound (CA), Ont.",2021S0504566,Apartment in a building that has five or more storeys,88.7,735,975,1.3
2021,"Owen Sound (CA), Ont.",2021S0504566,Other single-attached house,88.8,35,70,2.3
2021,"Owen Sound (CA), Ont.",2021S0504566,Movable dwelling,88.9,170,275,1.6
2021,"Pembroke (CA), Ont.",2021S0504515,Total - Structural type of dwelling,89.1,10255,23080,2.3
2021,"Pembroke (CA), Ont.",2021S0504515,Single-detached house,89.2,7245,17825,2.5
2021,"Pembroke (CA), Ont.",2021S0504515,Semi-detached house,89.3,590,1225,2.1
2021,"Pembroke (CA), Ont.",2021S0504515,Row house,89.4,310,720,2.3
2021,"Pembroke (CA), Ont.",2021S0504515,Apartment or flat in a duplex,89.5,245,485,2.0
2021,"Pembroke (CA), Ont.",2021S0504515,Apartment in a building that has fewer than five storeys,89.6,1835,2750,1.5
2021,"Pembroke (CA), Ont.",2021S0504515,Apartment in a building that has five or more storeys,89.7,0,5,0.0
2021,"Pembroke (CA), Ont.",2021S0504515,Other single-attached house,89.8,30,65,2.2
2021,"Pembroke (CA), Ont.",2021S0504515,Movable dwelling,89.9,5,15,3.2
2021,"Petawawa (CA), Ont.",2021S0504516,Total - Structural type of dwelling,90.1,6760,17295,2.6
2021,"Petawawa (CA), Ont.",2021S0504516,Single-detached house,90.2,4760,12795,2.7
2021,"Petawawa (CA), Ont.",2021S0504516,Semi-detached house,90.3,455,1310,2.9
2021,"Petawawa (CA), Ont.",2021S0504516,Row house,90.4,840,2100,2.5
2021,"Petawawa (CA), Ont.",2021S0504516,Apartment or flat in a duplex,90.5,50,90,2.0
2021,"Petawawa (CA), Ont.",2021S0504516,Apartment in a building that has fewer than five storeys,90.6,635,955,1.5
2021,"Petawawa (CA), Ont.",2021S0504516,Apartment in a building that has five or more storeys,90.7,0,0,0.0
2021,"Petawawa (CA), Ont.",2021S0504516,Other single-attached house,90.8,10,25,2.2
2021,"Petawawa (CA), Ont.",2021S0504516,Movable dwelling,90.9,5,15,2.4
2021,"Peterborough (CMA), Ont.",2021S0503529,Total - Structural type of dwelling,91.1,53370,125995,2.4
2021,"Peterborough (CMA), Ont.",2021S0503529,Single-detached house,91.2,36900,95015,2.6
2021,"Peterborough (CMA), Ont.",2021S0503529,Semi-detached house,91.3,870,2220,2.5
2021,"Peterborough (CMA), Ont.",2021S0503529,Row house,91.4,3195,7240,2.3
2021,"Peterborough (CMA), Ont.",2021S0503529,Apartment or flat in a duplex,91.5,2750,5870,2.1
2021,"Peterborough (CMA), Ont.",2021S0503529,Apartment in a building that has fewer than five storeys,91.6,6785,10985,1.6
2021,"Peterborough (CMA), Ont.",2021S0503529,Apartment in a building that has five or more storeys,91.7,2595,4145,1.6
2021,"Peterborough (CMA), Ont.",2021S0503529,Other single-attached house,91.8,100,215,2.2
2021,"Peterborough (CMA), Ont.",2021S0503529,Movable dwelling,91.9,170,300,1.8
2021,"Port Hope (CA), Ont.",2021S0504528,Total - Structural type of dwelling,92.1,7315,16885,2.3
2021,"Port Hope (CA), Ont.",2021S0504528,Single-detached house,92.2,5285,13185,2.5
2021,"Port Hope (CA), Ont.",2021S0504528,Semi-detached house,92.3,275,665,2.4
2021,"Port Hope (CA), Ont.",2021S0504528,Row house,92.4,425,900,2.1
2021,"Port Hope (CA), Ont.",2021S0504528,Apartment or flat in a duplex,92.5,95,195,2.1
2021,"Port Hope (CA), Ont.",2021S0504528,Apartment in a building that has fewer than five storeys,92.6,770,1200,1.6
2021,"Port Hope (CA), Ont.",2021S0504528,Apartment in a building that has five or more storeys,92.7,445,705,1.6
2021,"Port Hope (CA), Ont.",2021S0504528,Other single-attached house,92.8,15,30,1.9
2021,"Port Hope (CA), Ont.",2021S0504528,Movable dwelling,92.9,5,10,1.6
2021,"Sarnia (CA), Ont.",2021S0504562,Total - Structural type of dwelling,93.1,42580,96285,2.3
2021,"Sarnia (CA), Ont.",2021S0504562,Single-detached house,93.2,30940,75365,2.4
2021,"Sarnia (CA), Ont.",2021S0504562,Semi-detached house,93.3,1375,3390,2.5
2021,"Sarnia (CA), Ont.",2021S0504562,Row house,93.4,2170,5165,2.4
2021,"Sarnia (CA), Ont.",2021S0504562,Apartment or flat in a duplex,93.5,800,1495,1.9
2021,"Sarnia (CA), Ont.",2021S0504562,Apartment in a building that has fewer than five storeys,93.6,3185,4915,1.5
